code,feature_start_index,target_start_index,target_end_index
stock_600600.csv,669,789,849
stock_600600.csv,690,810,870
stock_600600.csv,711,831,891
stock_600600.csv,732,852,912
stock_600600.csv,753,873,933
stock_600600.csv,774,894,954
stock_600600.csv,795,915,975
stock_600600.csv,816,936,996
stock_600600.csv,837,957,1017
stock_600600.csv,858,978,1038
stock_600600.csv,879,999,1059
stock_600600.csv,900,1020,1080
stock_600600.csv,921,1041,1101
stock_600600.csv,942,1062,1122
stock_600600.csv,963,1083,1143
stock_600600.csv,984,1104,1164
stock_600600.csv,1005,1125,1185
stock_600600.csv,1026,1146,1206
stock_600600.csv,1047,1167,1227
stock_600600.csv,1068,1188,1248
stock_688012.csv,60,180,240
stock_688012.csv,81,201,261
stock_688012.csv,102,222,282
stock_688012.csv,123,243,303
stock_688012.csv,144,264,324
stock_688012.csv,165,285,345
stock_688012.csv,186,306,366
stock_688012.csv,207,327,387
stock_688012.csv,228,348,408
stock_688012.csv,249,369,429
stock_688012.csv,270,390,450
stock_688012.csv,291,411,471
stock_601988.csv,60,180,240
stock_601988.csv,81,201,261
stock_601988.csv,102,222,282
stock_601988.csv,123,243,303
stock_601988.csv,144,264,324
stock_601988.csv,165,285,345
stock_601988.csv,186,306,366
stock_601988.csv,207,327,387
stock_601988.csv,228,348,408
stock_601988.csv,249,369,429
stock_601988.csv,270,390,450
stock_601988.csv,291,411,471
stock_601988.csv,312,432,492
stock_601988.csv,333,453,513
stock_601988.csv,354,474,534
stock_601988.csv,375,495,555
stock_601988.csv,396,516,576
stock_601988.csv,417,537,597
stock_601988.csv,438,558,618
stock_601988.csv,459,579,639
stock_601988.csv,480,600,660
stock_601988.csv,501,621,681
stock_601988.csv,522,642,702
stock_601988.csv,543,663,723
stock_601988.csv,564,684,744
stock_601988.csv,585,705,765
stock_601988.csv,606,726,786
stock_601988.csv,627,747,807
stock_601988.csv,648,768,828
stock_601988.csv,669,789,849
stock_601988.csv,690,810,870
stock_601988.csv,711,831,891
stock_601988.csv,732,852,912
stock_601988.csv,753,873,933
stock_601988.csv,774,894,954
stock_601988.csv,795,915,975
stock_601988.csv,816,936,996
stock_601988.csv,837,957,1017
stock_601988.csv,858,978,1038
stock_601988.csv,879,999,1059
stock_601988.csv,900,1020,1080
stock_601988.csv,921,1041,1101
stock_601988.csv,942,1062,1122
stock_601988.csv,963,1083,1143
stock_601988.csv,984,1104,1164
stock_601988.csv,1005,1125,1185
stock_601988.csv,1026,1146,1206
stock_601988.csv,1047,1167,1227
stock_601988.csv,1068,1188,1248
stock_002008.csv,60,180,240
stock_002008.csv,81,201,261
stock_002008.csv,102,222,282
stock_002008.csv,123,243,303
stock_002008.csv,144,264,324
stock_002008.csv,165,285,345
stock_002008.csv,186,306,366
stock_002008.csv,207,327,387
stock_002008.csv,228,348,408
stock_002008.csv,249,369,429
stock_002008.csv,270,390,450
stock_002008.csv,291,411,471
stock_002008.csv,312,432,492
stock_002008.csv,333,453,513
stock_002008.csv,354,474,534
stock_002008.csv,375,495,555
stock_002008.csv,396,516,576
stock_002008.csv,417,537,597
stock_002008.csv,438,558,618
stock_002008.csv,459,579,639
stock_002008.csv,480,600,660
stock_002008.csv,501,621,681
stock_002008.csv,522,642,702
stock_002008.csv,543,663,723
stock_002008.csv,564,684,744
stock_002008.csv,585,705,765
stock_002008.csv,606,726,786
stock_002008.csv,627,747,807
stock_002008.csv,648,768,828
stock_002008.csv,669,789,849
stock_002008.csv,690,810,870
stock_002008.csv,711,831,891
stock_002008.csv,732,852,912
stock_002008.csv,753,873,933
stock_002008.csv,774,894,954
stock_002008.csv,795,915,975
stock_002008.csv,816,936,996
stock_002008.csv,837,957,1017
stock_002008.csv,858,978,1038
stock_002008.csv,879,999,1059
stock_002008.csv,900,1020,1080
stock_002008.csv,921,1041,1101
stock_002008.csv,942,1062,1122
stock_002008.csv,963,1083,1143
stock_002008.csv,984,1104,1164
stock_002008.csv,1005,1125,1185
stock_002008.csv,1026,1146,1206
stock_002008.csv,1047,1167,1227
stock_002008.csv,1068,1188,1248
stock_601006.csv,60,180,240
stock_601006.csv,81,201,261
stock_601006.csv,102,222,282
stock_601006.csv,123,243,303
stock_601006.csv,144,264,324
stock_601006.csv,165,285,345
stock_601006.csv,186,306,366
stock_601006.csv,207,327,387
stock_601006.csv,228,348,408
stock_601006.csv,249,369,429
stock_601006.csv,270,390,450
stock_601006.csv,291,411,471
stock_601006.csv,312,432,492
stock_601006.csv,333,453,513
stock_601006.csv,354,474,534
stock_601006.csv,375,495,555
stock_601006.csv,396,516,576
stock_601006.csv,417,537,597
stock_601006.csv,438,558,618
stock_601006.csv,459,579,639
stock_601006.csv,480,600,660
stock_601006.csv,501,621,681
stock_601006.csv,522,642,702
stock_601006.csv,543,663,723
stock_601006.csv,564,684,744
stock_601006.csv,585,705,765
stock_601006.csv,606,726,786
stock_601006.csv,627,747,807
stock_601006.csv,648,768,828
stock_601006.csv,669,789,849
stock_601006.csv,690,810,870
stock_601006.csv,711,831,891
stock_601006.csv,732,852,912
stock_601006.csv,753,873,933
stock_601006.csv,774,894,954
stock_601006.csv,795,915,975
stock_601006.csv,816,936,996
stock_601006.csv,837,957,1017
stock_601006.csv,858,978,1038
stock_601006.csv,879,999,1059
stock_601006.csv,900,1020,1080
stock_601006.csv,921,1041,1101
stock_601006.csv,942,1062,1122
stock_601006.csv,963,1083,1143
stock_601006.csv,984,1104,1164
stock_601006.csv,1005,1125,1185
stock_601006.csv,1026,1146,1206
stock_601006.csv,1047,1167,1227
stock_601006.csv,1068,1188,1248
stock_601169.csv,60,180,240
stock_601169.csv,81,201,261
stock_601169.csv,102,222,282
stock_601169.csv,123,243,303
stock_601169.csv,144,264,324
stock_601169.csv,165,285,345
stock_601169.csv,186,306,366
stock_601169.csv,207,327,387
stock_601169.csv,228,348,408
stock_601169.csv,249,369,429
stock_601169.csv,270,390,450
stock_601169.csv,291,411,471
stock_601169.csv,312,432,492
stock_601169.csv,333,453,513
stock_601169.csv,354,474,534
stock_601169.csv,375,495,555
stock_601169.csv,396,516,576
stock_601169.csv,417,537,597
stock_601169.csv,438,558,618
stock_601169.csv,459,579,639
stock_601169.csv,480,600,660
stock_601169.csv,501,621,681
stock_601169.csv,522,642,702
stock_601169.csv,543,663,723
stock_601169.csv,564,684,744
stock_601169.csv,585,705,765
stock_601169.csv,606,726,786
stock_601169.csv,627,747,807
stock_601169.csv,648,768,828
stock_601169.csv,669,789,849
stock_601169.csv,690,810,870
stock_601169.csv,711,831,891
stock_601169.csv,732,852,912
stock_601169.csv,753,873,933
stock_601169.csv,774,894,954
stock_601169.csv,795,915,975
stock_601169.csv,816,936,996
stock_601169.csv,837,957,1017
stock_601169.csv,858,978,1038
stock_601169.csv,879,999,1059
stock_601169.csv,900,1020,1080
stock_601169.csv,921,1041,1101
stock_601169.csv,942,1062,1122
stock_601169.csv,963,1083,1143
stock_601169.csv,984,1104,1164
stock_601169.csv,1005,1125,1185
stock_601169.csv,1026,1146,1206
stock_601169.csv,1047,1167,1227
stock_601865.csv,60,180,240
stock_601865.csv,81,201,261
stock_601865.csv,102,222,282
stock_601865.csv,123,243,303
stock_601865.csv,144,264,324
stock_601865.csv,165,285,345
stock_601865.csv,186,306,366
stock_601865.csv,207,327,387
stock_601865.csv,228,348,408
stock_601865.csv,249,369,429
stock_601865.csv,270,390,450
stock_601865.csv,291,411,471
stock_601865.csv,312,432,492
stock_601865.csv,333,453,513
stock_601865.csv,354,474,534
stock_601865.csv,375,495,555
stock_300144.csv,60,180,240
stock_300144.csv,81,201,261
stock_300144.csv,102,222,282
stock_300144.csv,123,243,303
stock_300144.csv,144,264,324
stock_300144.csv,165,285,345
stock_300144.csv,186,306,366
stock_300144.csv,207,327,387
stock_300144.csv,228,348,408
stock_300144.csv,249,369,429
stock_300144.csv,270,390,450
stock_300144.csv,291,411,471
stock_300144.csv,312,432,492
stock_300144.csv,333,453,513
stock_300144.csv,354,474,534
stock_300144.csv,375,495,555
stock_300144.csv,396,516,576
stock_300144.csv,417,537,597
stock_300144.csv,438,558,618
stock_300144.csv,459,579,639
stock_300144.csv,480,600,660
stock_300144.csv,501,621,681
stock_300144.csv,522,642,702
stock_300144.csv,543,663,723
stock_300144.csv,564,684,744
stock_300144.csv,585,705,765
stock_300144.csv,606,726,786
stock_300144.csv,627,747,807
stock_300144.csv,648,768,828
stock_300144.csv,669,789,849
stock_300144.csv,690,810,870
stock_300144.csv,711,831,891
stock_300144.csv,732,852,912
stock_300144.csv,753,873,933
stock_300144.csv,774,894,954
stock_300144.csv,795,915,975
stock_300144.csv,816,936,996
stock_300144.csv,837,957,1017
stock_300144.csv,858,978,1038
stock_300144.csv,879,999,1059
stock_300144.csv,900,1020,1080
stock_300144.csv,921,1041,1101
stock_300144.csv,942,1062,1122
stock_300144.csv,963,1083,1143
stock_300144.csv,984,1104,1164
stock_300144.csv,1005,1125,1185
stock_300144.csv,1026,1146,1206
stock_002410.csv,60,180,240
stock_002410.csv,81,201,261
stock_002410.csv,102,222,282
stock_002410.csv,123,243,303
stock_002410.csv,144,264,324
stock_002410.csv,165,285,345
stock_002410.csv,186,306,366
stock_002410.csv,207,327,387
stock_002410.csv,228,348,408
stock_002410.csv,249,369,429
stock_002410.csv,270,390,450
stock_002410.csv,291,411,471
stock_002410.csv,312,432,492
stock_002410.csv,333,453,513
stock_002410.csv,354,474,534
stock_002410.csv,375,495,555
stock_002410.csv,396,516,576
stock_002410.csv,417,537,597
stock_002410.csv,438,558,618
stock_002410.csv,459,579,639
stock_002410.csv,480,600,660
stock_002410.csv,501,621,681
stock_002410.csv,522,642,702
stock_002410.csv,543,663,723
stock_002410.csv,564,684,744
stock_002410.csv,585,705,765
stock_002410.csv,606,726,786
stock_002410.csv,627,747,807
stock_002410.csv,648,768,828
stock_002410.csv,669,789,849
stock_002410.csv,690,810,870
stock_002410.csv,711,831,891
stock_002410.csv,732,852,912
stock_002410.csv,753,873,933
stock_002410.csv,774,894,954
stock_002410.csv,795,915,975
stock_002410.csv,816,936,996
stock_002410.csv,837,957,1017
stock_002410.csv,858,978,1038
stock_002410.csv,879,999,1059
stock_002410.csv,900,1020,1080
stock_002410.csv,921,1041,1101
stock_002410.csv,942,1062,1122
stock_002410.csv,963,1083,1143
stock_002410.csv,984,1104,1164
stock_002410.csv,1005,1125,1185
stock_002410.csv,1026,1146,1206
stock_002410.csv,1047,1167,1227
stock_601668.csv,60,180,240
stock_601668.csv,81,201,261
stock_601668.csv,102,222,282
stock_601668.csv,123,243,303
stock_601668.csv,144,264,324
stock_601668.csv,165,285,345
stock_601668.csv,186,306,366
stock_601668.csv,207,327,387
stock_601668.csv,228,348,408
stock_601668.csv,249,369,429
stock_601668.csv,270,390,450
stock_601668.csv,291,411,471
stock_601668.csv,312,432,492
stock_601668.csv,333,453,513
stock_601668.csv,354,474,534
stock_601668.csv,375,495,555
stock_601668.csv,396,516,576
stock_601668.csv,417,537,597
stock_601668.csv,438,558,618
stock_601668.csv,459,579,639
stock_601668.csv,480,600,660
stock_601668.csv,501,621,681
stock_601668.csv,522,642,702
stock_601668.csv,543,663,723
stock_601668.csv,564,684,744
stock_601668.csv,585,705,765
stock_601668.csv,606,726,786
stock_601668.csv,627,747,807
stock_601668.csv,648,768,828
stock_601668.csv,669,789,849
stock_601668.csv,690,810,870
stock_601668.csv,711,831,891
stock_601668.csv,732,852,912
stock_601668.csv,753,873,933
stock_601668.csv,774,894,954
stock_601668.csv,795,915,975
stock_601668.csv,816,936,996
stock_601668.csv,837,957,1017
stock_601668.csv,858,978,1038
stock_601668.csv,879,999,1059
stock_601668.csv,900,1020,1080
stock_601668.csv,921,1041,1101
stock_601668.csv,942,1062,1122
stock_601668.csv,963,1083,1143
stock_601668.csv,984,1104,1164
stock_601668.csv,1005,1125,1185
stock_601668.csv,1026,1146,1206
stock_601668.csv,1047,1167,1227
stock_601668.csv,1068,1188,1248
stock_002027.csv,60,180,240
stock_002027.csv,81,201,261
stock_002027.csv,102,222,282
stock_002027.csv,123,243,303
stock_002027.csv,144,264,324
stock_002027.csv,165,285,345
stock_002027.csv,186,306,366
stock_002027.csv,207,327,387
stock_002027.csv,228,348,408
stock_002027.csv,249,369,429
stock_002027.csv,270,390,450
stock_002027.csv,291,411,471
stock_002027.csv,312,432,492
stock_002027.csv,333,453,513
stock_002027.csv,354,474,534
stock_002027.csv,375,495,555
stock_002027.csv,396,516,576
stock_002027.csv,417,537,597
stock_002027.csv,438,558,618
stock_002027.csv,459,579,639
stock_002027.csv,480,600,660
stock_002027.csv,501,621,681
stock_002027.csv,522,642,702
stock_002027.csv,543,663,723
stock_002027.csv,564,684,744
stock_002027.csv,585,705,765
stock_002027.csv,606,726,786
stock_002027.csv,627,747,807
stock_002027.csv,648,768,828
stock_002027.csv,669,789,849
stock_002027.csv,690,810,870
stock_002027.csv,711,831,891
stock_002027.csv,732,852,912
stock_002027.csv,753,873,933
stock_002027.csv,774,894,954
stock_002027.csv,795,915,975
stock_002027.csv,816,936,996
stock_002027.csv,837,957,1017
stock_002027.csv,858,978,1038
stock_002027.csv,879,999,1059
stock_002027.csv,900,1020,1080
stock_002027.csv,921,1041,1101
stock_002027.csv,942,1062,1122
stock_002027.csv,963,1083,1143
stock_002027.csv,984,1104,1164
stock_002027.csv,1005,1125,1185
stock_002001.csv,60,180,240
stock_002001.csv,81,201,261
stock_002001.csv,102,222,282
stock_002001.csv,123,243,303
stock_002001.csv,144,264,324
stock_002001.csv,165,285,345
stock_002001.csv,186,306,366
stock_002001.csv,207,327,387
stock_002001.csv,228,348,408
stock_002001.csv,249,369,429
stock_002001.csv,270,390,450
stock_002001.csv,291,411,471
stock_002001.csv,312,432,492
stock_002001.csv,333,453,513
stock_002001.csv,354,474,534
stock_002001.csv,375,495,555
stock_002001.csv,396,516,576
stock_002001.csv,417,537,597
stock_002001.csv,438,558,618
stock_002001.csv,459,579,639
stock_002001.csv,480,600,660
stock_002001.csv,501,621,681
stock_002001.csv,522,642,702
stock_002001.csv,543,663,723
stock_002001.csv,564,684,744
stock_002001.csv,585,705,765
stock_002001.csv,606,726,786
stock_002001.csv,627,747,807
stock_002001.csv,648,768,828
stock_002001.csv,669,789,849
stock_002001.csv,690,810,870
stock_002001.csv,711,831,891
stock_002001.csv,732,852,912
stock_002001.csv,753,873,933
stock_002001.csv,774,894,954
stock_002001.csv,795,915,975
stock_002001.csv,816,936,996
stock_002001.csv,837,957,1017
stock_002001.csv,858,978,1038
stock_002001.csv,879,999,1059
stock_002001.csv,900,1020,1080
stock_002001.csv,921,1041,1101
stock_002001.csv,942,1062,1122
stock_002001.csv,963,1083,1143
stock_002001.csv,984,1104,1164
stock_002001.csv,1005,1125,1185
stock_002001.csv,1026,1146,1206
stock_002001.csv,1047,1167,1227
stock_002001.csv,1068,1188,1248
stock_601998.csv,60,180,240
stock_601998.csv,81,201,261
stock_601998.csv,102,222,282
stock_601998.csv,123,243,303
stock_601998.csv,144,264,324
stock_601998.csv,165,285,345
stock_601998.csv,186,306,366
stock_601998.csv,207,327,387
stock_601998.csv,228,348,408
stock_601998.csv,249,369,429
stock_601998.csv,270,390,450
stock_601998.csv,291,411,471
stock_601998.csv,312,432,492
stock_601998.csv,333,453,513
stock_601998.csv,354,474,534
stock_601998.csv,375,495,555
stock_601998.csv,396,516,576
stock_601998.csv,417,537,597
stock_601998.csv,438,558,618
stock_601998.csv,459,579,639
stock_601998.csv,480,600,660
stock_601998.csv,501,621,681
stock_601998.csv,522,642,702
stock_601998.csv,543,663,723
stock_601998.csv,564,684,744
stock_601998.csv,585,705,765
stock_601998.csv,606,726,786
stock_601998.csv,627,747,807
stock_601998.csv,648,768,828
stock_601998.csv,669,789,849
stock_601998.csv,690,810,870
stock_601998.csv,711,831,891
stock_601998.csv,732,852,912
stock_601998.csv,753,873,933
stock_601998.csv,774,894,954
stock_601998.csv,795,915,975
stock_601998.csv,816,936,996
stock_601998.csv,837,957,1017
stock_601998.csv,858,978,1038
stock_601998.csv,879,999,1059
stock_601998.csv,900,1020,1080
stock_601998.csv,921,1041,1101
stock_601998.csv,942,1062,1122
stock_601998.csv,963,1083,1143
stock_601998.csv,984,1104,1164
stock_601998.csv,1005,1125,1185
stock_601998.csv,1026,1146,1206
stock_601998.csv,1047,1167,1227
stock_601998.csv,1068,1188,1248
stock_600029.csv,60,180,240
stock_600029.csv,81,201,261
stock_600029.csv,102,222,282
stock_600029.csv,123,243,303
stock_600029.csv,144,264,324
stock_600029.csv,165,285,345
stock_600029.csv,186,306,366
stock_600029.csv,207,327,387
stock_600029.csv,228,348,408
stock_600029.csv,249,369,429
stock_600029.csv,270,390,450
stock_600029.csv,291,411,471
stock_600029.csv,312,432,492
stock_600029.csv,333,453,513
stock_600029.csv,354,474,534
stock_600029.csv,375,495,555
stock_600029.csv,396,516,576
stock_600029.csv,417,537,597
stock_600029.csv,438,558,618
stock_600029.csv,459,579,639
stock_600029.csv,480,600,660
stock_600029.csv,501,621,681
stock_600029.csv,522,642,702
stock_600029.csv,543,663,723
stock_600029.csv,564,684,744
stock_600029.csv,585,705,765
stock_600029.csv,606,726,786
stock_600029.csv,627,747,807
stock_600029.csv,648,768,828
stock_600029.csv,669,789,849
stock_600029.csv,690,810,870
stock_600029.csv,711,831,891
stock_600029.csv,732,852,912
stock_600029.csv,753,873,933
stock_600029.csv,774,894,954
stock_600029.csv,795,915,975
stock_600029.csv,816,936,996
stock_600029.csv,837,957,1017
stock_600029.csv,858,978,1038
stock_600029.csv,879,999,1059
stock_600029.csv,900,1020,1080
stock_600029.csv,921,1041,1101
stock_600029.csv,942,1062,1122
stock_600029.csv,963,1083,1143
stock_600029.csv,984,1104,1164
stock_600029.csv,1005,1125,1185
stock_600029.csv,1026,1146,1206
stock_600029.csv,1047,1167,1227
stock_600029.csv,1068,1188,1248
stock_300413.csv,60,180,240
stock_300413.csv,81,201,261
stock_300413.csv,102,222,282
stock_300413.csv,123,243,303
stock_300413.csv,144,264,324
stock_300413.csv,165,285,345
stock_300413.csv,186,306,366
stock_300413.csv,207,327,387
stock_300413.csv,228,348,408
stock_300413.csv,249,369,429
stock_300413.csv,270,390,450
stock_300413.csv,291,411,471
stock_300413.csv,312,432,492
stock_300413.csv,333,453,513
stock_300413.csv,354,474,534
stock_300413.csv,375,495,555
stock_300413.csv,396,516,576
stock_300413.csv,417,537,597
stock_300413.csv,438,558,618
stock_300413.csv,459,579,639
stock_300413.csv,480,600,660
stock_300413.csv,501,621,681
stock_300413.csv,522,642,702
stock_300413.csv,543,663,723
stock_300413.csv,564,684,744
stock_300413.csv,585,705,765
stock_300413.csv,606,726,786
stock_300413.csv,627,747,807
stock_300413.csv,648,768,828
stock_300413.csv,669,789,849
stock_300413.csv,690,810,870
stock_300413.csv,711,831,891
stock_300413.csv,732,852,912
stock_300413.csv,753,873,933
stock_300413.csv,774,894,954
stock_300413.csv,795,915,975
stock_300413.csv,816,936,996
stock_300413.csv,837,957,1017
stock_300413.csv,858,978,1038
stock_300413.csv,879,999,1059
stock_601916.csv,60,180,240
stock_601916.csv,81,201,261
stock_601916.csv,102,222,282
stock_601916.csv,123,243,303
stock_601916.csv,144,264,324
stock_601916.csv,165,285,345
stock_601916.csv,186,306,366
stock_601916.csv,207,327,387
stock_601916.csv,228,348,408
stock_688126.csv,60,180,240
stock_688126.csv,81,201,261
stock_688126.csv,102,222,282
stock_688126.csv,123,243,303
stock_688126.csv,144,264,324
stock_688126.csv,165,285,345
stock_688126.csv,186,306,366
stock_603501.csv,60,180,240
stock_603501.csv,81,201,261
stock_603501.csv,102,222,282
stock_603501.csv,123,243,303
stock_603501.csv,144,264,324
stock_603501.csv,165,285,345
stock_603501.csv,186,306,366
stock_603501.csv,207,327,387
stock_603501.csv,228,348,408
stock_603501.csv,249,369,429
stock_603501.csv,270,390,450
stock_603501.csv,291,411,471
stock_603501.csv,312,432,492
stock_603501.csv,333,453,513
stock_603501.csv,354,474,534
stock_603501.csv,375,495,555
stock_603501.csv,396,516,576
stock_603501.csv,417,537,597
stock_603501.csv,438,558,618
stock_603501.csv,459,579,639
stock_603501.csv,480,600,660
stock_603501.csv,501,621,681
stock_603501.csv,522,642,702
stock_603501.csv,543,663,723
stock_603501.csv,564,684,744
stock_600926.csv,60,180,240
stock_600926.csv,81,201,261
stock_600926.csv,102,222,282
stock_600926.csv,123,243,303
stock_600926.csv,144,264,324
stock_600926.csv,165,285,345
stock_600926.csv,186,306,366
stock_600926.csv,207,327,387
stock_600926.csv,228,348,408
stock_600926.csv,249,369,429
stock_600926.csv,270,390,450
stock_600926.csv,291,411,471
stock_600926.csv,312,432,492
stock_600926.csv,333,453,513
stock_600926.csv,354,474,534
stock_600926.csv,375,495,555
stock_600926.csv,396,516,576
stock_600926.csv,417,537,597
stock_600926.csv,438,558,618
stock_600926.csv,459,579,639
stock_600926.csv,480,600,660
stock_600926.csv,501,621,681
stock_600926.csv,522,642,702
stock_600926.csv,543,663,723
stock_600926.csv,564,684,744
stock_600926.csv,585,705,765
stock_600926.csv,606,726,786
stock_600926.csv,627,747,807
stock_600926.csv,648,768,828
stock_600926.csv,669,789,849
stock_600926.csv,690,810,870
stock_600926.csv,711,831,891
stock_600926.csv,732,852,912
stock_600926.csv,753,873,933
stock_600926.csv,774,894,954
stock_601186.csv,60,180,240
stock_601186.csv,81,201,261
stock_601186.csv,102,222,282
stock_601186.csv,123,243,303
stock_601186.csv,144,264,324
stock_601186.csv,165,285,345
stock_601186.csv,186,306,366
stock_601186.csv,207,327,387
stock_601186.csv,228,348,408
stock_601186.csv,249,369,429
stock_601186.csv,270,390,450
stock_601186.csv,291,411,471
stock_601186.csv,312,432,492
stock_601186.csv,333,453,513
stock_601186.csv,354,474,534
stock_601186.csv,375,495,555
stock_601186.csv,396,516,576
stock_601186.csv,417,537,597
stock_601186.csv,438,558,618
stock_601186.csv,459,579,639
stock_601186.csv,480,600,660
stock_601186.csv,501,621,681
stock_601186.csv,522,642,702
stock_601186.csv,543,663,723
stock_601186.csv,564,684,744
stock_601186.csv,585,705,765
stock_601186.csv,606,726,786
stock_601186.csv,627,747,807
stock_601186.csv,648,768,828
stock_601186.csv,669,789,849
stock_601186.csv,690,810,870
stock_601186.csv,711,831,891
stock_601186.csv,732,852,912
stock_601186.csv,753,873,933
stock_601186.csv,774,894,954
stock_601186.csv,795,915,975
stock_601186.csv,816,936,996
stock_601186.csv,837,957,1017
stock_601186.csv,858,978,1038
stock_601186.csv,879,999,1059
stock_601186.csv,900,1020,1080
stock_601186.csv,921,1041,1101
stock_601186.csv,942,1062,1122
stock_601186.csv,963,1083,1143
stock_601186.csv,984,1104,1164
stock_601186.csv,1005,1125,1185
stock_601186.csv,1026,1146,1206
stock_601186.csv,1047,1167,1227
stock_601186.csv,1068,1188,1248
stock_688008.csv,60,180,240
stock_688008.csv,81,201,261
stock_688008.csv,102,222,282
stock_688008.csv,123,243,303
stock_688008.csv,144,264,324
stock_688008.csv,165,285,345
stock_688008.csv,186,306,366
stock_688008.csv,207,327,387
stock_688008.csv,228,348,408
stock_688008.csv,249,369,429
stock_688008.csv,270,390,450
stock_688008.csv,291,411,471
stock_601990.csv,60,180,240
stock_601990.csv,81,201,261
stock_601990.csv,102,222,282
stock_601990.csv,123,243,303
stock_601990.csv,144,264,324
stock_601990.csv,165,285,345
stock_601990.csv,186,306,366
stock_601990.csv,207,327,387
stock_601990.csv,228,348,408
stock_601990.csv,249,369,429
stock_601990.csv,270,390,450
stock_601990.csv,291,411,471
stock_601990.csv,312,432,492
stock_601990.csv,333,453,513
stock_601990.csv,354,474,534
stock_601990.csv,375,495,555
stock_601990.csv,396,516,576
stock_601990.csv,417,537,597
stock_601990.csv,438,558,618
stock_601990.csv,459,579,639
stock_601990.csv,480,600,660
stock_002179.csv,60,180,240
stock_002179.csv,81,201,261
stock_002179.csv,102,222,282
stock_002179.csv,123,243,303
stock_002179.csv,144,264,324
stock_002179.csv,165,285,345
stock_002179.csv,186,306,366
stock_002179.csv,207,327,387
stock_002179.csv,228,348,408
stock_002179.csv,249,369,429
stock_002179.csv,270,390,450
stock_002179.csv,291,411,471
stock_002179.csv,312,432,492
stock_002179.csv,333,453,513
stock_002179.csv,354,474,534
stock_002179.csv,375,495,555
stock_002179.csv,396,516,576
stock_002179.csv,417,537,597
stock_002179.csv,438,558,618
stock_002179.csv,459,579,639
stock_002179.csv,480,600,660
stock_002179.csv,501,621,681
stock_002179.csv,522,642,702
stock_002179.csv,543,663,723
stock_002179.csv,564,684,744
stock_002179.csv,585,705,765
stock_002179.csv,606,726,786
stock_002179.csv,627,747,807
stock_002179.csv,648,768,828
stock_002179.csv,669,789,849
stock_002179.csv,690,810,870
stock_002179.csv,711,831,891
stock_002179.csv,732,852,912
stock_002179.csv,753,873,933
stock_002179.csv,774,894,954
stock_002179.csv,795,915,975
stock_002179.csv,816,936,996
stock_002179.csv,837,957,1017
stock_002179.csv,858,978,1038
stock_002179.csv,879,999,1059
stock_002179.csv,900,1020,1080
stock_002179.csv,921,1041,1101
stock_002179.csv,942,1062,1122
stock_002179.csv,963,1083,1143
stock_002179.csv,984,1104,1164
stock_002179.csv,1005,1125,1185
stock_002179.csv,1026,1146,1206
stock_002179.csv,1047,1167,1227
stock_002179.csv,1068,1188,1248
stock_600143.csv,60,180,240
stock_600143.csv,81,201,261
stock_600143.csv,102,222,282
stock_600143.csv,123,243,303
stock_600143.csv,144,264,324
stock_600143.csv,165,285,345
stock_600143.csv,186,306,366
stock_600143.csv,207,327,387
stock_600143.csv,228,348,408
stock_600143.csv,249,369,429
stock_600143.csv,270,390,450
stock_600143.csv,291,411,471
stock_600143.csv,312,432,492
stock_600143.csv,333,453,513
stock_600143.csv,354,474,534
stock_600143.csv,375,495,555
stock_600143.csv,396,516,576
stock_600143.csv,417,537,597
stock_600143.csv,438,558,618
stock_600143.csv,459,579,639
stock_600143.csv,480,600,660
stock_600143.csv,501,621,681
stock_600143.csv,522,642,702
stock_600143.csv,543,663,723
stock_600143.csv,564,684,744
stock_600143.csv,585,705,765
stock_600143.csv,606,726,786
stock_600143.csv,627,747,807
stock_600143.csv,648,768,828
stock_600143.csv,669,789,849
stock_600143.csv,690,810,870
stock_600143.csv,711,831,891
stock_600143.csv,732,852,912
stock_600143.csv,753,873,933
stock_600143.csv,774,894,954
stock_600143.csv,795,915,975
stock_600143.csv,816,936,996
stock_600143.csv,837,957,1017
stock_600143.csv,858,978,1038
stock_600143.csv,879,999,1059
stock_600143.csv,900,1020,1080
stock_600143.csv,921,1041,1101
stock_600143.csv,942,1062,1122
stock_600143.csv,963,1083,1143
stock_600143.csv,984,1104,1164
stock_600143.csv,1005,1125,1185
stock_601800.csv,60,180,240
stock_601800.csv,81,201,261
stock_601800.csv,102,222,282
stock_601800.csv,123,243,303
stock_601800.csv,144,264,324
stock_601800.csv,165,285,345
stock_601800.csv,186,306,366
stock_601800.csv,207,327,387
stock_601800.csv,228,348,408
stock_601800.csv,249,369,429
stock_601800.csv,270,390,450
stock_601800.csv,291,411,471
stock_601800.csv,312,432,492
stock_601800.csv,333,453,513
stock_601800.csv,354,474,534
stock_601800.csv,375,495,555
stock_601800.csv,396,516,576
stock_601800.csv,417,537,597
stock_601800.csv,438,558,618
stock_601800.csv,459,579,639
stock_601800.csv,480,600,660
stock_601800.csv,501,621,681
stock_601800.csv,522,642,702
stock_601800.csv,543,663,723
stock_601800.csv,564,684,744
stock_601800.csv,585,705,765
stock_601800.csv,606,726,786
stock_601800.csv,627,747,807
stock_601800.csv,648,768,828
stock_601800.csv,669,789,849
stock_601800.csv,690,810,870
stock_601800.csv,711,831,891
stock_601800.csv,732,852,912
stock_601800.csv,753,873,933
stock_601800.csv,774,894,954
